Accessory,Background,Clothes,Eyes,Fur,Headwear,Mouth,_id,description,edition,image,name
None,Lightning,DEV,3D Glasses,Orange,Pirate,Bubblegum,61aa7e165f3a3742af4c5a71,SHIBOSHIS - Official Collection,4511,https://shiboshis.mypinata.cloud/ipfs/Qmde1gmbdqBTKrqAbn8ByzHkSGPE5TDhJXv4UR3BCPEAW2,#4510
None,Blue,None,Rocker Makeup,Orange,"Captain's Hat",Bone,61aa7e165f3a3742af4c5a72,SHIBOSHIS - Official Collection,4512,https://shiboshis.mypinata.cloud/ipfs/QmZUSho8qKCHF2aH27h2X1X2mEvTXdMKYggj1AWUtFootV,#4511
None,Beach,Sailor,Classic,Orange,Sombrero,Growl,61aa7e165f3a3742af4c5a73,SHIBOSHIS - Official Collection,4513,https://shiboshis.mypinata.cloud/ipfs/QmRgGQmpEpE1BSX2VhrJ2yR6hUZ4CGmQRKsg9HYxcstaBd,#4512
None,Green,Army,Monocle,Brown,Ryoshi,Party Popper,61aa7e165f3a3742af4c5a74,SHIBOSHIS - Official Collection,4514,https://shiboshis.mypinata.cloud/ipfs/QmT4cXWeoohyxF3j3i9hRDZGPTcPoBUs4d8v2cTeZr66sK,#4513
None,Pyramids,None,Wink,Brown,Rasta,Bubblegum,61aa7e165f3a3742af4c5a75,SHIBOSHIS - Official Collection,4515,https://shiboshis.mypinata.cloud/ipfs/QmQkHurPdXhVBtY196GmsyYrspiwfGBuBNL3dA86BT4VSa,#4514
None,Beach,None,Classic,Orange,Army,Cigarette,61aa7e165f3a3742af4c5a76,SHIBOSHIS - Official Collection,4516,https://shiboshis.mypinata.cloud/ipfs/QmafxoC6Xy4AMA4UHDkpS3k3EnhheUgsao7BWAGcL61sZP,#4515
None,Orange,Rocker Vest,Classic,Orange,Blue Hair,Pipe,61aa7e165f3a3742af4c5a77,SHIBOSHIS - Official Collection,4517,https://shiboshis.mypinata.cloud/ipfs/QmeMb6tNmm9cm2vCuhr2XBr8PrLXEfSBu26xBvA2nRcBxP,#4516
None,Rainbow,No FUD,Classic,Orange,Cyborg,Bone,61aa7e165f3a3742af4c5a78,SHIBOSHIS - Official Collection,4518,https://shiboshis.mypinata.cloud/ipfs/QmazWCTRhszoT1gGJZ41cay9sSbysS5LqSFmothQHeRbsu,#4517
None,Blue,Tux Shirt,Spirals,Orange,University,Mask,61aa7e165f3a3742af4c5a79,SHIBOSHIS - Official Collection,4519,https://shiboshis.mypinata.cloud/ipfs/QmNb1RgpCPZzw5R1MRK2jBrxyV79mpwrPZEtqyDfKUCLNG,#4518
None,Blue,None,Cyborg,Brown,None,Normal,61aa7e165f3a3742af4c5a7a,SHIBOSHIS - Official Collection,4520,https://shiboshis.mypinata.cloud/ipfs/QmXyN93biSGoBYKN8yz8KpvTYNUzKPCbS6DD1b5sMUUZBX,Shibanator
None,Purple,No FUD,Look Up,Orange,Cyborg,Mask,61aa7e165f3a3742af4c5a7b,SHIBOSHIS - Official Collection,4521,https://shiboshis.mypinata.cloud/ipfs/Qmb1o5NWZiNhedAeMnL7o4oiUyLinZUewjJyXDaxXuCqvx,#4520
None,Snowy Mountains,Scarf,Rocker Makeup,Orange,Halo,Tongue Out,61aa7e165f3a3742af4c5a7c,SHIBOSHIS - Official Collection,4522,https://shiboshis.mypinata.cloud/ipfs/QmTXp2pbvXoJvURM8DoZKLHJsLLqxYgKZXZj32QTttbbEq,#4521
None,Green,No FUD,Look Up,Brown,Pirate,Pipe,61aa7e165f3a3742af4c5a7d,SHIBOSHIS - Official Collection,4523,https://shiboshis.mypinata.cloud/ipfs/QmRMHtyxPKwdh528Qi5JMfbDP8PXGUGxZc3vmbdp2RdqWB,Shiba Me Timbers
None,Orange Fade,Overalls,Wink,Black,Wizard Hat,Tongue Out,61aa7e165f3a3742af4c5a7e,SHIBOSHIS - Official Collection,4524,https://shiboshis.mypinata.cloud/ipfs/QmNi1nFWRzqj9o2WLmLSjCFMFFg5EzEaFLXtUzHgUPgDSS,#4523
None,Orange Fade,Orange Gi,Monocle,Brown,Mohawk,Cigarette,61aa7e165f3a3742af4c5a7f,SHIBOSHIS - Official Collection,4525,https://shiboshis.mypinata.cloud/ipfs/Qmdhtt9sV3zZoUy2ZsifkxAnWUvKcrqg2bku8ox5ufGeKf,#4524
None,Snowy Mountains,DEV,Glasses,Orange,Cyborg,Herb,61aa7e165f3a3742af4c5a80,SHIBOSHIS - Official Collection,4526,https://shiboshis.mypinata.cloud/ipfs/QmSYgA3fPR6chopgx4sUUQDkYJ133udDrY6f3sktDDxt6q,#4525
None,Red,Clown,Look Up,Brown,Crown,Pizza,61aa7e165f3a3742af4c5a81,SHIBOSHIS - Official Collection,4527,https://shiboshis.mypinata.cloud/ipfs/QmSfMZTfYbYkTaweWw3V6xYpRB7D7m8hrNUkjenNidEYz5,The Clown Jewels
None,Orange,Doctor,Monocle,Brown,Beanie,Party Popper,61aa7e165f3a3742af4c5a82,SHIBOSHIS - Official Collection,4528,https://shiboshis.mypinata.cloud/ipfs/Qmf4nZLqRV7T94CKYdHsDkV8GhstJJaH36fDLAWaRZuD6S,#4527
None,Green,Sailor,Classic,Orange,Halo,Tongue Out,61aa7e165f3a3742af4c5a83,SHIBOSHIS - Official Collection,4529,https://shiboshis.mypinata.cloud/ipfs/QmPUEQnN2aMScsxtMUgch3Mms69x1EkbpEQcbuZU5RAoaz,#4528
None,Beach,None,Pirate Patch,Brown,Blue Hair,Cigarette,61aa7e165f3a3742af4c5a84,SHIBOSHIS - Official Collection,4530,https://shiboshis.mypinata.cloud/ipfs/Qmeqh4ejEdokAhJ6JVFvi1TUiQ1Pif8vikQRLVEvN1HJjD,#4529
None,Blue,No FUD,Red,Orange,Clown,Pipe,61aa7e165f3a3742af4c5a85,SHIBOSHIS - Official Collection,4531,https://shiboshis.mypinata.cloud/ipfs/QmTZj9L5yPKSVqrQKM4Ephk95vHF1AMW78LkCLom1YsBFc,#4530
None,Beach,Astro,Cyborg,Orange,Blue Hair,Bone,61aa7e165f3a3742af4c5a86,SHIBOSHIS - Official Collection,4532,https://shiboshis.mypinata.cloud/ipfs/QmbYekWsjUcUaxzfCNegBDdfx4VajtHMypzQohsWuJNvMc,#4531
None,Pyramids,Ryoshi,Glasses,Orange,Devil Horns,Pipe,61aa7e165f3a3742af4c5a87,SHIBOSHIS - Official Collection,4533,https://shiboshis.mypinata.cloud/ipfs/QmX3AcLQiepCQHHuFJLLr1F5fayUSPrdjmBq5sguvpmHEC,#4532
None,Yellow,Tux Shirt,Laser Eyes,Orange,Cowboy Hat,Party Popper,61aa7e165f3a3742af4c5a88,SHIBOSHIS - Official Collection,4534,https://shiboshis.mypinata.cloud/ipfs/QmNZAVp6JXPCfRf8a72CQXQxti3PPjpQz7uqKMwdgmH2gA,#4533
None,Orange,Doctor,Red,Brown,Mohawk,Mask,61aa7e165f3a3742af4c5a89,SHIBOSHIS - Official Collection,4535,https://shiboshis.mypinata.cloud/ipfs/QmVT68A5JohDsxtmMXgxBxciK944eiq65kKQZB6Q4zF2UT,busta rhymes
None,Blue,Overalls,Look Up,Orange,Crown,Mask,61aa7e165f3a3742af4c5a8a,SHIBOSHIS - Official Collection,4536,https://shiboshis.mypinata.cloud/ipfs/QmUSmN5qVWktnhSbscrCDbBV5i1PiLEgyaeGrxJAExAKwJ,Saitama Inu
None,Rainbow,Business Suit,Meme Shades,Orange,Beanie,Herb,61aa7e165f3a3742af4c5a8b,SHIBOSHIS - Official Collection,4537,https://shiboshis.mypinata.cloud/ipfs/QmPcgL3o9Z5PYXw5mQmrcVcocff8w7N4nAtE8oRdXP14ME,Weed Shiba
None,Purple,Peace Tank,Classic,Orange,Party Hat,Bone,61aa7e165f3a3742af4c5a8c,SHIBOSHIS - Official Collection,4538,https://shiboshis.mypinata.cloud/ipfs/QmSD3751sURLQnaxgCCeKyj8vpPJkE2KCuJJBBVmpmmB8A,party animal
None,Yellow,Doctor,Pirate Patch,Orange,Ryoshi,Cigarette,61aa7e165f3a3742af4c5a8d,SHIBOSHIS - Official Collection,4539,https://shiboshis.mypinata.cloud/ipfs/QmaFna3wQnB9Dku8HBP16p7ZKczcVLQ5feeCUQzEv4zG9U,doctor ryoshi research
None,Snowy Mountains,Astro,Meme Shades,Orange,Cyborg,Pipe,61aa7e165f3a3742af4c5a8e,SHIBOSHIS - Official Collection,4540,https://shiboshis.mypinata.cloud/ipfs/QmSLxbE7iZqTwu9CxbnQJC4ZqY4HyQRwULTjw2T3T5w3Ki,RIDDICK
None,Red,Poncho,Crosseyed,Orange,Party Hat,Cigarette,61aa7e165f3a3742af4c5a8f,SHIBOSHIS - Official Collection,4541,https://shiboshis.mypinata.cloud/ipfs/QmUyC3JqpJ86p9jzjziqkJPp81HmDD5GYSK2N9Y1QBnWP1,#4540
None,Beach,Scarf,Pirate Patch,Orange,University,Pipe,61aa7e165f3a3742af4c5a90,SHIBOSHIS - Official Collection,4542,https://shiboshis.mypinata.cloud/ipfs/QmZDJrDQopaGd1HbSt42ca7cZH5vnz8NzKqWAvMxWpN4an,#4541
None,Orange Fade,Sailor,Wink,Orange,Party Hat,Herb,61aa7e165f3a3742af4c5a91,SHIBOSHIS - Official Collection,4543,https://shiboshis.mypinata.cloud/ipfs/QmUtys3Up9A6YeQV3KaBxCHFwuQKZNTaetVKvEhoxT4sUi,#4542
None,Lightning,Astro,Monocle,Orange,Blue Hair,Pizza,61aa7e165f3a3742af4c5a92,SHIBOSHIS - Official Collection,4544,https://shiboshis.mypinata.cloud/ipfs/QmSbNEUuRjhN6CDDAos9ACuQPV93AaFJ1x5RUEFLyNVCm2,#4543
None,Purple,Jersey,Rocker Makeup,Black,Party Hat,Normal,61aa7e165f3a3742af4c5a93,SHIBOSHIS - Official Collection,4545,https://shiboshis.mypinata.cloud/ipfs/QmXM17kMcAiL2Mgm2dpeNVAyDzHAKTvgQcUArieAfFx4bJ,#4544
None,Green,Army,Classic,Orange,Crown,Pipe,61aa7e165f3a3742af4c5a94,SHIBOSHIS - Official Collection,4546,https://shiboshis.mypinata.cloud/ipfs/QmX3kQYkubJuFDdxPchtbYHQo64BnrHdsmX3q95Sp2xpD3,#4545
None,Space,Scarf,Pirate Patch,Orange,Blue Hair,Pizza,61aa7e165f3a3742af4c5a95,SHIBOSHIS - Official Collection,4547,https://shiboshis.mypinata.cloud/ipfs/Qma4osXG4RCEYqKzEU1aUmLEMkr6MrXTgUG6xAN5KpwrsS,#4546
None,Green,Scarf,Look Up,Brown,Blue Hair,Pipe,61aa7e165f3a3742af4c5a96,SHIBOSHIS - Official Collection,4548,https://shiboshis.mypinata.cloud/ipfs/QmRe4ZVTznV5sJW465hh6fMprFi3y4akT5FQkxEzLf1dud,#4547
None,Red,Blue Armor,Laser Eyes,Black,Cyborg,Mask,61aa7e165f3a3742af4c5a97,SHIBOSHIS - Official Collection,4549,https://shiboshis.mypinata.cloud/ipfs/QmaDNetaPJK19SLsuB9csihj4d5ijbq1MGs2AT4JTwy24A,#4548
None,Beach,Bat,Red,Brown,Sportband,Bubblegum,61aa7e165f3a3742af4c5a98,SHIBOSHIS - Official Collection,4550,https://shiboshis.mypinata.cloud/ipfs/QmSk3uE164zDCFDg714iEZGqk9mtbzJ493BKXeaDyu8YBt,#4549
None,Yellow,Business Suit,Wink,Brown,Sportband,Mask,61aa7e165f3a3742af4c5a99,SHIBOSHIS - Official Collection,4551,https://shiboshis.mypinata.cloud/ipfs/QmYnJTG2fkze3xsiUWpVuFQY1JCnNWT1Zh95cZGHsPmXz1,#4550
None,Snowy Mountains,Overalls,Monocle,Brown,Party Hat,Whistle,61aa7e165f3a3742af4c5a9a,SHIBOSHIS - Official Collection,4552,https://shiboshis.mypinata.cloud/ipfs/QmQBpgXWoeLgNDE3nYvLzAWECmGRPc94iLiiq3sHenKait,#4551
None,Lightning,Army,Classic,Orange,Halo,Flames,61aa7e165f3a3742af4c5a9b,SHIBOSHIS - Official Collection,4553,https://shiboshis.mypinata.cloud/ipfs/QmcyeqMateazyyyDVQuZ8ysYArt7d2yDVrBAifpQTQ866Y,#4552
None,Space,Business Suit,Wink,Black,"Captain's Hat",Whistle,61aa7e165f3a3742af4c5a9c,SHIBOSHIS - Official Collection,4554,https://shiboshis.mypinata.cloud/ipfs/QmQnwRMrV72mpzcFJeUkBNEqQ7zhBoyL5Jo2zbm3hgSWC2,#4553
None,Orange,Business Suit,Wink,Black,Cowboy Hat,Party Popper,61aa7e165f3a3742af4c5a9d,SHIBOSHIS - Official Collection,4555,https://shiboshis.mypinata.cloud/ipfs/Qmc5Hdrpg7m6PyiaWDnrhc7U8dv7QiRGLyGe71MtKhhYjL,#4554
None,Purple,Poncho,Red,Brown,Devil Horns,Smirk,61aa7e165f3a3742af4c5a9e,SHIBOSHIS - Official Collection,4556,https://shiboshis.mypinata.cloud/ipfs/QmPa5ZcaJHRyvYELJPdvyNWqknaidusyKcP5v6DWjruqJY,#4555
None,Orange,DEV,Laser Eyes,Black,Cyborg,Mask,61aa7e165f3a3742af4c5a9f,SHIBOSHIS - Official Collection,4557,https://shiboshis.mypinata.cloud/ipfs/QmZazo1yF3vBKDCmNZxHw7vygKxiLihN9dbFQbqeATCQcX,#4556
None,Snowy Mountains,Jersey,Glasses,Orange,Blonde Hair,Normal,61aa7e165f3a3742af4c5aa0,SHIBOSHIS - Official Collection,4558,https://shiboshis.mypinata.cloud/ipfs/QmbFTKfgr9xZU8uKzKUg1aM3iYVcu1XiwFZFJaqUqSCtuM,#4557
None,Blue,Sailor,Pirate Patch,Orange,Rasta,Growl,61aa7e165f3a3742af4c5aa1,SHIBOSHIS - Official Collection,4559,https://shiboshis.mypinata.cloud/ipfs/QmNpGVw9FwQj8cZzwcJ4tFq9ADAcsY6AMNYSTZh6cTjQWZ,#4558
None,Green,Ryoshi,Monocle,Orange,Crown,Whistle,61aa7e165f3a3742af4c5aa2,SHIBOSHIS - Official Collection,4560,https://shiboshis.mypinata.cloud/ipfs/QmfSRMKqdXJNvSk4pYzHcvScgpueHsjtM2kLcAjMREaiAK,#4559
None,Blue,Clown,Look Forward,Brown,Pirate,Growl,61aa7e165f3a3742af4c5aa3,SHIBOSHIS - Official Collection,4561,https://shiboshis.mypinata.cloud/ipfs/QmZKYEhW137YptTkWaEn9Zg7JKiLwBe1oFoTKk36D34GrG,#4560
None,Snowy Mountains,Doctor,Classic,Orange,Blonde Hair,Pipe,61aa7e165f3a3742af4c5aa4,SHIBOSHIS - Official Collection,4562,https://shiboshis.mypinata.cloud/ipfs/QmbGQUpSuEyKHZ1owEWxRhExaTAKUPw9xn8G1UND6r8Cvm,DOGTOR
None,Yellow,Peace Tank,Cyborg,Orange,Sombrero,Whistle,61aa7e165f3a3742af4c5aa5,SHIBOSHIS - Official Collection,4563,https://shiboshis.mypinata.cloud/ipfs/QmPmCm7CUxauyhpgALMWSDWF24qpBU1Q9i2TdXqQZLemFN,Santana
None,Space,Overalls,3D Glasses,Brown,Cowboy Hat,Growl,61aa7e165f3a3742af4c5aa6,SHIBOSHIS - Official Collection,4564,https://shiboshis.mypinata.cloud/ipfs/QmdSrQ8y3NprQYKDv7dTkFzY23ZQ4uoP86TrTj7DcjJrH2,#4563
None,Lightning,No FUD,Look Up,Orange,Pirate,Flames,61aa7e165f3a3742af4c5aa7,SHIBOSHIS - Official Collection,4565,https://shiboshis.mypinata.cloud/ipfs/QmVLivjbQWqxW4r7mUgQcJ3cwUivdxzTvDr8fdMbrytWPa,#4564
None,Blue,Blue Armor,Classic,Orange,University,Mask,61aa7e165f3a3742af4c5aa8,SHIBOSHIS - Official Collection,4566,https://shiboshis.mypinata.cloud/ipfs/Qmbxtx3wK1vrhjnDvFh7QwrkXYELwqRGEJBV4AjifR4F3U,Covegeta 19
None,Orange Fade,None,Glasses,Brown,Blonde Hair,Whistle,61aa7e165f3a3742af4c5aa9,SHIBOSHIS - Official Collection,4567,https://shiboshis.mypinata.cloud/ipfs/QmNpccrrkYD2dwSjSsg76h3DgkkvtEBtedTb8uvpddhCGk,#4566
None,Yellow,Orange Gi,Rocker Makeup,Brown,Cowboy Hat,Herb,61aa7e165f3a3742af4c5aaa,SHIBOSHIS - Official Collection,4568,https://shiboshis.mypinata.cloud/ipfs/QmPtDSob7xU2pybN1yYAfxVxXyFBbvscNcpHHbzr4MLC3b,#4567
None,Orange Fade,Overalls,Red,Orange,Blue Hair,Herb,61aa7e165f3a3742af4c5aab,SHIBOSHIS - Official Collection,4569,https://shiboshis.mypinata.cloud/ipfs/QmZaJFKFXfku7WBJctzD3kxyhm9s5TDty7tZvdfSZsARbG,#4568
None,Orange,Overalls,Look Up,Brown,Sombrero,Flames,61aa7e165f3a3742af4c5aac,SHIBOSHIS - Official Collection,4570,https://shiboshis.mypinata.cloud/ipfs/QmShhqAXaPdtWAXT6aHrLMDu4CM9wkHn4JdhEveDcd912o,#4569
None,Yellow,Blue Armor,3D Glasses,Orange,Wizard Hat,Cigarette,61aa7e165f3a3742af4c5aad,SHIBOSHIS - Official Collection,4571,https://shiboshis.mypinata.cloud/ipfs/QmZkshqnDKuin4kuUJVHSs4yYLb8YHxbZkxg6QUbZyjkP2,#4570
None,Snowy Mountains,Steel,Look Forward,Black,Cowboy Hat,Bubblegum,61aa7e165f3a3742af4c5aae,SHIBOSHIS - Official Collection,4572,https://shiboshis.mypinata.cloud/ipfs/Qmf7DFv2VfpkDdoQeqGxBZyCnGxC2dFMYcSfTAdoMqp1ga,#4571
None,Rainbow,Steel,Monocle,Black,Army,Normal,61aa7e165f3a3742af4c5aaf,SHIBOSHIS - Official Collection,4573,https://shiboshis.mypinata.cloud/ipfs/Qmf1Y6fByvAsdTv4s4GdHhryeWig2WFo9o6a3kJHQczJPi,#4572
None,Green,Overalls,Red,Orange,Crown,Smirk,61aa7e165f3a3742af4c5ab0,SHIBOSHIS - Official Collection,4574,https://shiboshis.mypinata.cloud/ipfs/QmZTxK5Z5A2h7U1DqDRJt6XXSd1d7ufzfYjeDhVMYQNGcT,GOAT
None,Blue,Blue Armor,Red,Brown,Wizard Hat,Bubblegum,61aa7e165f3a3742af4c5ab1,SHIBOSHIS - Official Collection,4575,https://shiboshis.mypinata.cloud/ipfs/QmdjHECwoVhw2mZGRZS8hLwv1gSEfdUAy5CVPY2FzEe2Fz,#4574
None,Blue,Scarf,Wink,Brown,None,Bone,61aa7e165f3a3742af4c5ab2,SHIBOSHIS - Official Collection,4576,https://shiboshis.mypinata.cloud/ipfs/QmaJgT5vNdddqzWCpJF82Juz4LNnFBFKbasr6cf1DuKkzB,#4575
None,Purple,Doctor,Red,Orange,Army,Mask,61aa7e165f3a3742af4c5ab3,SHIBOSHIS - Official Collection,4577,https://shiboshis.mypinata.cloud/ipfs/QmRYtasBKA1qo5XsxqpzBaQtCmvcfVEWN3XFr4gyM1dKXj,DOCTOR
None,Green,Steel,Rocker Makeup,Orange,"Captain's Hat",Bubblegum,61aa7e165f3a3742af4c5ab4,SHIBOSHIS - Official Collection,4578,https://shiboshis.mypinata.cloud/ipfs/QmUgaZd3CxrwYJxzWbiSJWWh4rM6Rp1vPmBhY6YtG4ZMLa,#4577
None,Pyramids,Orange Gi,Laser Eyes,Black,Clown,Pipe,61aa7e165f3a3742af4c5ab5,SHIBOSHIS - Official Collection,4579,https://shiboshis.mypinata.cloud/ipfs/QmUQQnH6x76hkNCArsAx5Jq1N3fy2b6KjDb61hJtPNwY4K,#4578
None,Red,Ryoshi,Classic,Brown,Blonde Hair,Growl,61aa7e165f3a3742af4c5ab6,SHIBOSHIS - Official Collection,4580,https://shiboshis.mypinata.cloud/ipfs/QmeiDYbdcF61VgTtP1DJgKGdiGXopzwyp7HYhToYAPZgiL,#4579
None,Blue,None,Wink,Black,Sportband,Tongue Out,61aa7e165f3a3742af4c5ab7,SHIBOSHIS - Official Collection,4581,https://shiboshis.mypinata.cloud/ipfs/QmWtRqswPen4q1CL1K1kbsaKE2hWfuPpYiA8pDg3geTCDF,#4580
None,Green,Jersey,Classic,Brown,Devil Horns,Bubblegum,61aa7e165f3a3742af4c5ab8,SHIBOSHIS - Official Collection,4582,https://shiboshis.mypinata.cloud/ipfs/QmWN9C1kmnDypm6GToacyQSHgeNYLnK1ZuTBAFk7xsEwBj,#4581
None,Orange Fade,Army,Monocle,Brown,Pirate,Mask,61aa7e165f3a3742af4c5ab9,SHIBOSHIS - Official Collection,4583,https://shiboshis.mypinata.cloud/ipfs/QmVZ6rV49yZ8iiWtMuT7yiFrymLZuGGr4sqCY5rLNE6Swa,#4582
None,Space,Poncho,Classic,Orange,Rasta,Normal,61aa7e165f3a3742af4c5aba,SHIBOSHIS - Official Collection,4584,https://shiboshis.mypinata.cloud/ipfs/QmcctNU4dhHZMqVCXJo8AvR6t3ejeG9MfyXVwqd3rM9TTu,#4583
None,Orange,Overalls,Laser Eyes,Brown,Blonde Hair,Whistle,61aa7e165f3a3742af4c5abb,SHIBOSHIS - Official Collection,4585,https://shiboshis.mypinata.cloud/ipfs/QmaddDjDKcbphWDzAX5PoC1YTU2kNHNcvRnCPr17xZwgp1,#4584
None,Red,Peace Tank,Laser Eyes,Orange,None,Flames,61aa7e165f3a3742af4c5abc,SHIBOSHIS - Official Collection,4586,https://shiboshis.mypinata.cloud/ipfs/QmRkobnVF6AkCmacm7job3YWN7nzikKqc9thCy1k7BVMYc,#4585
None,Green,Ryoshi,Pirate Patch,Orange,Ryoshi,Bubblegum,61aa7e165f3a3742af4c5abd,SHIBOSHIS - Official Collection,4587,https://shiboshis.mypinata.cloud/ipfs/QmVpaGGA3V3L4jowmRE1HqvShR33t2iHwokNjGUxjnTR47,#4586
None,Rainbow,Wizard Robe,Monocle,Orange,Ryoshi,Party Popper,61aa7e165f3a3742af4c5abe,SHIBOSHIS - Official Collection,4588,https://shiboshis.mypinata.cloud/ipfs/QmUk6ogoZL8KEjr3mDnPdwDsmJDkjG5hMgrRTXPnwvPwLn,#4587
None,Yellow,Peace Tank,Classic,Orange,Blonde Hair,Growl,61aa7e165f3a3742af4c5abf,SHIBOSHIS - Official Collection,4589,https://shiboshis.mypinata.cloud/ipfs/QmXfTVGrZoiPEcsSjCQEvJS4f2999ff6CzF2NE6HSW6yRb,#4588
None,Purple,Ryoshi,Classic,Orange,Sportband,Mask,61aa7e165f3a3742af4c5ac0,SHIBOSHIS - Official Collection,4590,https://shiboshis.mypinata.cloud/ipfs/QmbnRwqNRnyUvjjR9cLRy8DTheFPqanutMF3bj1ExuT7bi,#4589
None,Lightning,Doctor,Meme Shades,Orange,Top Hat,Flames,61aa7e165f3a3742af4c5ac1,SHIBOSHIS - Official Collection,4591,https://shiboshis.mypinata.cloud/ipfs/QmNab2V8z4mXZwHHauLtEVrggNWMa2USaJeN8ZyigovG6P,#4590
None,Orange,Sailor,Red,Brown,"Captain's Hat",Normal,61aa7e165f3a3742af4c5ac2,SHIBOSHIS - Official Collection,4592,https://shiboshis.mypinata.cloud/ipfs/QmeyUWNeq24iJuDtuSpYVB4dBYFRTC5gpbnfk2H3LHrhmB,#4591
None,Pyramids,Sailor,Black Mask,Orange,Party Hat,Flames,61aa7e165f3a3742af4c5ac3,SHIBOSHIS - Official Collection,4593,https://shiboshis.mypinata.cloud/ipfs/QmbajxGcHMhmNsH1qfnkTWPGgAggWJJFZdNmAYujJZoxZ5,#4592
None,Lightning,No FUD,Glasses,Brown,Crown,Herb,61aa7e165f3a3742af4c5ac4,SHIBOSHIS - Official Collection,4594,https://shiboshis.mypinata.cloud/ipfs/QmaJxm85AGAT92Fhu7zyr85hHxgYPcNAPkyMmbgKS56std,Kingshib
None,Beach,Tux Shirt,Black Mask,Orange,Halo,Mask,61aa7e165f3a3742af4c5ac5,SHIBOSHIS - Official Collection,4595,https://shiboshis.mypinata.cloud/ipfs/QmUigdi2aCuQfUa8dvKszTzRYAaydJxjMPQBK5NY4o4rjZ,CovidAngel
None,Lightning,Astro,Red,Orange,Blonde Hair,Pipe,61aa7e165f3a3742af4c5ac6,SHIBOSHIS - Official Collection,4596,https://shiboshis.mypinata.cloud/ipfs/QmcS3LveKevphyBLgLZrMDgKzwhaVifVBFe58wvA45Gg5H,SpaceShib
None,Pyramids,Steel,Pirate Patch,Brown,Cyborg,Smirk,61aa7e165f3a3742af4c5ac7,SHIBOSHIS - Official Collection,4597,https://shiboshis.mypinata.cloud/ipfs/QmPWy8WR7QJALaJX45cMrCdTiHMAcX29F6XTNfzfCGccPE,Rick and Morty
None,Snowy Mountains,Scarf,Cyborg,Orange,Devil Horns,Bubblegum,61aa7e165f3a3742af4c5ac8,SHIBOSHIS - Official Collection,4598,https://shiboshis.mypinata.cloud/ipfs/QmdYFQpV9T3WLyQTR3T6ocZwJQD5wdGCkx3Y42b8hMRbC4,Lakota Inu
None,Green,Rocker Vest,Pirate Patch,Brown,Devil Horns,Pipe,61aa7e165f3a3742af4c5ac9,SHIBOSHIS - Official Collection,4599,https://shiboshis.mypinata.cloud/ipfs/QmboeVRpeZoo8c5GciaGWaP8vff3fX9gfTt3vECjuuZEf4,#4598
None,Purple,Clown,Black Mask,Black,None,Bubblegum,61aa7e165f3a3742af4c5aca,SHIBOSHIS - Official Collection,4600,https://shiboshis.mypinata.cloud/ipfs/QmaW74jxTdrfZSTuCjjFeAW3JoCseR1dbHhtFoShGbiBjK,#4599
None,Space,Scarf,Meme Shades,Orange,Blonde Hair,Pipe,61aa7e165f3a3742af4c5acb,SHIBOSHIS - Official Collection,4601,https://shiboshis.mypinata.cloud/ipfs/QmPLQBqVaiTP6fgn12nHR3Yj1uNg94TdLhj8nUVFdXQyoy,#4600
None,Snowy Mountains,Scarf,Red,Black,Wizard Hat,Pipe,61aa7e165f3a3742af4c5acc,SHIBOSHIS - Official Collection,4602,https://shiboshis.mypinata.cloud/ipfs/QmTDHaW1mVn1AEUSUxKr45UqxMcWdawdEjqZtP4wr2r871,#4601
None,Red,Wizard Robe,Crosseyed,Orange,Cowboy Hat,Smirk,61aa7e165f3a3742af4c5acd,SHIBOSHIS - Official Collection,4603,https://shiboshis.mypinata.cloud/ipfs/QmeBT21e6aqPx2x6c83SBhLi28zBS2Sd3mrcyu248f6aft,#4602
None,Orange,Scarf,Crosseyed,Orange,None,Pipe,61aa7e165f3a3742af4c5ace,SHIBOSHIS - Official Collection,4604,https://shiboshis.mypinata.cloud/ipfs/QmZhwfnVtGdf3uNny5ibsXURWZoSdqmXvySqK5byF2uTEP,The Dogfather
None,Purple,No FUD,Spirals,Orange,Top Hat,Bubblegum,61aa7e165f3a3742af4c5acf,SHIBOSHIS - Official Collection,4605,https://shiboshis.mypinata.cloud/ipfs/Qme42nb8UFiDKuFBdeRDigiUDJtAKuZYiZLD4gi8v25GTW,#4604
None,Yellow,Clown,Laser Eyes,Brown,Ryoshi,Normal,61aa7e165f3a3742af4c5ad0,SHIBOSHIS - Official Collection,4606,https://shiboshis.mypinata.cloud/ipfs/QmZ4ETBtYnYoG3nSby58xr3zsdVFSriW3h159SQhjaTydd,#4605
None,Green,Steel,Meme Shades,Black,Mohawk,Flames,61aa7e165f3a3742af4c5ad1,SHIBOSHIS - Official Collection,4607,https://shiboshis.mypinata.cloud/ipfs/QmRXWGNEosy7sURsgaKzxBmu9w4NTqxqRkvNVv7DWUy8VY,#4606
None,Lightning,Army,Look Up,Orange,"Captain's Hat",Party Popper,61aa7e165f3a3742af4c5ad2,SHIBOSHIS - Official Collection,4608,https://shiboshis.mypinata.cloud/ipfs/QmUrNPwB6DRHhmuW5991xrr3G9UgyRC8Puvu8571NA4WJR,RY0SHI
